lat,long,surface,pop,municipality,prov
44638,122311,1415,5879,Gatteo,FO
44433,121938,2361,4699,Longiano,FO
44739,12338,7884,9057,Meldola,FO
435731,121142,9975,6051,Mercato Saraceno,FO
44931,114731,10125,4836,Modigliana,FO
4453,121818,930,1545,Montiano,FO
44140,11471,6057,966,Portico e San Benedetto,FO
44615,115854,9164,5969,Predappio,FO
435857,11471,9875,951,Premilcuore,FO
44340,115032,5019,2161,Rocca San Casciano,FO
44236,12197,5172,2493,Roncofreddo,FO
44629,122456,1734,7986,San Mauro Pascoli,FO
435651,115427,14856,4245,Santa Sofia,FO
435513,12837,10085,3908,Sarsina,FO
44540,12243,2317,12871,Savignano sul Rubicone,FO
44025,12185,9336,2869,Sogliano al Rubicone,FO
44448,114431,6231,1454,Tredozio,FO
434738,12010,11768,2302,Verghereto,FO
44853,122754,1828,12813,Bellaria-Igea Marina,RN
435753,124436,597,15115,Cattolica,RN
435758,123612,4682,7385,Coriano,RN
435420,12351,1920,1012,Gemmano,RN
435847,12429,2243,8831,Misano Adriatico,RN
435119,124018,1977,1376,Mondaino,RN
435515,123317,1189,1710,Monte Colombo,RN
435329,123641,2241,1573,Montefiore Conca,RN
435135,124125,679,874,Montegridolfo,RN
435514,123238,1993,1630,Montescudo,RN
435451,123844,541,5323,Morciano di Romagna,RN
44141,122433,1180,2520,Poggio Berni,RN
435959,123933,1712,32909,Riccione,RN
44335,123411,13458,127960,Rimini,RN
435222,12407,3402,2324,Saludecio,RN
435559,123737,2075,2461,San Clemente,RN
435624,124247,2124,7208,San Giovanni in Marignano,RN
44354,122654,4508,17286,Santarcangelo di Romagna,RN
43594,12231,2311,1002,Torriana,RN
43590,122524,2707,7406,Verucchio,RN
441235,95813,5979,10164,Aulla,MS
441858,95948,7379,2248,Bagnone,MS
44448,10555,7127,67197,Carrara,MS
441214,101035,4253,1341,Casola in Lunigiana,MS
441731,10744,5467,860,Comano,MS
441957,95616,4897,2583,Filattiera,MS
441423,10721,18023,10258,Fivizzano,MS
44810,10110,4899,3949,Fosdinovo,MS
441557,10220,5596,4418,Licciana Nardi,MS
44214,10834,9413,66737,Massa,MS
4412,10103,1667,9158,Montignoso,MS
441859,95330,6264,2632,Mulazzo,MS
441225,95638,1720,1661,Podenzana,MS
442238,9536,18268,8639,Pontremoli,MS
441433,95654,4408,2171,Tresana,MS
441736,9574,2949,4733,Villafranca in Lunigiana,MS
442113,94556,7361,1563,Zeri,MS
434857,104033,2870,9976,Altopascio,LU
44050,103531,16465,7336,Bagni di Lucca,LU
44432,102915,6653,10201,Barga,LU
435849,103245,7241,7580,Borgo a Mozzano,LU
435620,101817,8459,30648,Camaiore,LU
44932,10202,2710,2463,Camporgiano,LU
435035,103421,15660,43874,Capannori,LU
44721,101928,2446,754,Careggine,LU
44639,102442,2850,6309,Castelnuovo di Garfagnana,LU
4491,102438,4864,2016,Castiglione di Garfagnana,LU
44357,103135,5278,4866,Coreglia Antelminelli,LU
435952,102538,1553,591,Fabbriche di Vallico,LU
435738,101013,900,9514,Forte dei Marmi,LU
4472,102741,1982,692,Fosciandora,LU
44342,102611,3050,3935,Gallicano,LU
441314,101525,1894,586,Giuncugnano,LU
435041,103016,18553,87100,Lucca,LU
435219,102031,6859,18897,Massarosa,LU
441019,101224,5700,2678,Minucciano,LU
44423,102455,3163,1257,Molazzana,LU
43519,10406,1559,4065,Montecarlo,LU
43582,102441,7037,3762,Pescaglia,LU
44117,10187,2709,2665,Piazza al Serchio,LU
435729,101357,4184,24817,Pietrasanta,LU
4480,102440,2877,2440,Pieve Fosciana,LU
435032,10376,1788,6827,Porcari,LU
441017,102041,2604,1408,San Romano in Garfagnana,LU
435947,101340,3937,12731,Seravezza,LU
441329,10184,6215,792,Sillano,LU
435955,101741,8072,3637,Stazzema,LU
44655,10172,4102,1325,Vagli Sotto,LU
44312,10231,2730,463,Vergemoli,LU
435218,101454,3188,57514,Viareggio,LU
435544,103844,3648,2028,Villa Basilica,LU
44936,102351,3481,1354,Villa Collemandina,LU
44843,103952,3126,758,Abetone,PT
435415,11011,1164,13410,Agliana,PT
435247,104351,1612,7559,Buggiano,PT
4464,104519,4382,1827,Cutigliano,PT
43493,105346,2217,6512,Lamporecchio,PT
434932,105241,2492,6063,Larciano,PT
43565,104619,4299,2405,Marliana,PT
435437,104444,1601,6598,Massa e Cozzile,PT
435213,104851,3277,18228,Monsummano Terme,PT
435613,1119,3202,9807,Montale,PT
43538,104615,1766,20653,Montecatini Terme,PT
43547,104134,7914,18123,Pescia,PT
435249,104743,1271,8489,Pieve a Nievole,PT
43562,105453,23677,87830,Pistoia,PT
44140,104555,5005,2034,Piteglio,PT
435030,104454,2947,7274,Ponte Buggianese,PT
435055,105846,4600,21020,Quarrata,PT
44612,1102,7754,1630,Sambuca Pistoiese,PT
44323,104733,8475,7698,San Marcello Pistoiese,PT
435427,104955,4211,8754,Serravalle Pistoiese,PT
43532,104232,782,4016,Uzzano,PT
435023,104310,724,3934,Chiesina Uzzanese,PT
434513,111912,7409,27382,Bagno a Ripoli,FI
4406,111419,13371,8739,Barberino di Mugello,FI
433240,111024,6588,3542,Barberino Val d'Elsa,FI
435717,112317,14615,15285,Borgo San Lorenzo,FI
435151,11934,7687,14959,Calenzano,FI
434920,11821,2862,34444,Campi Bisenzio,FI
434435,105831,2500,5137,Capraia e Limite,FI
433628,105817,6656,17155,Castelfiorentino,FI
434536,105248,4933,8953,Cerreto Guidi,FI
433259,11222,7524,15942,Certaldo,FI
435338,113133,6176,4570,Dicomano,FI
434315,105646,6228,43522,Empoli,FI
434831,111737,4211,15096,Fiesole,FI
433712,112829,7168,15699,Figline Valdarno,FI
434628,111529,10241,403294,Firenze,FI
44714,112248,27206,4844,Firenzuola,FI
434349,104831,6513,20540,Fucecchio,FI
433228,105719,8306,4215,Gambassi Terme,FI
43354,11190,16904,11139,Greve in Chianti,FI
434113,111519,4876,15028,Impruneta,FI
433953,112655,2652,5312,Incisa in Val d'Arno,FI
434619,11631,4306,17416,Lastra a Signa,FI
435144,113357,5940,1216,Londa,FI
44436,113648,15407,3895,Marradi,FI
433314,105449,10490,3390,Montaione,FI
43447,11122,2460,10064,Montelupo Fiorentino,FI
433840,11438,12502,9432,Montespertoli,FI
44649,113256,10890,1323,Palazzuolo sul Senio,FI
434616,113020,5478,7218,Pelago,FI
434636,112628,11444,20439,Pontassieve,FI
43411,113210,12122,12601,Reggello,FI
434327,112718,5421,6359,Rignano sull'Arno,FI
434940,112925,4568,5922,Rufina,FI
433929,111112,10798,16012,San Casciano in Val di Pesa,FI
435538,11376,9919,1105,San Godenzo,FI
435749,111930,3663,3770,San Piero a Sieve,FI
434519,111132,5959,53523,Scandicci,FI
435947,112121,7937,5852,Scarperia,FI
434956,11120,4904,47406,Sesto Fiorentino,FI
434655,11553,1881,14375,Signa,FI
433337,111023,5698,6911,Tavarnelle Val di Pesa,FI
435425,111655,5694,4393,Vaglia,FI
43564,112758,13889,6271,Vicchio,FI
43479,105530,5442,13747,Vinci,FI
431615,103552,6555,2793,Bibbona,LI
43339,10371,8313,12513,Campiglia Marittima,LI
424437,10147,5566,4274,Campo nell'Elba,LI
424447,102248,3951,2435,Capoliveri,LI
43256,95038,1926,267,Capraia Isola,LI
43942,103643,14229,8256,Castagneto Carducci,LI
431847,103111,4294,24636,Cecina,LI
433520,102838,10758,15087,Collesalvetti,LI
433329,101851,10479,167512,Livorno,LI
424725,101012,4529,2244,Marciana,LI
424819,10122,576,1971,Marciana Marina,LI
425529,103143,13010,36774,Piombino,LI
424558,102411,1336,3111,Porto Azzurro,LI
42492,101956,4778,11042,Portoferraio,LI
42490,102540,1954,2043,Rio Marina,LI
424854,10249,1678,866,Rio nell'Elba,LI
432430,102827,12082,30021,Rosignano Marittimo,LI
4367,103227,3313,7175,San Vincenzo,LI
43751,103845,2659,553,Sassetta,LI
43450,104045,9295,3053,Suvereto,LI
434242,103714,2926,5291,Bientina,PI
434343,103526,2308,5201,Buti,PI
434342,103054,2516,5504,Calci,PI
43418,103656,1500,8103,Calcinaia,PI
43352,104050,2271,4943,Capannoli,PI
431755,103659,1433,923,Casale Marittimo,PI
433140,10379,3642,3228,Casciana Terme,PI
434042,10330,7880,36301,Cascina,PI
43422,104447,4832,10834,Castelfranco di Sotto,PI
432457,103430,4572,1816,Castellina Marittima,PI
431229,105425,8878,2678,Castelnuovo di Val di Cecina,PI
432911,103835,6209,1614,Chianni,PI
433412,103342,2697,3241,Crespina,PI
43342,10312,4244,2873,Fauglia,PI
431853,103758,2379,938,Guardistallo,PI
432837,104346,7250,1475,Lajatico,PI
43343,103534,4513,7855,Lari,PI
433217,10326,1942,1030,Lorenzana,PI
432337,10451,15538,2178,Montecatini Val di Cecina,PI
431938,103734,1991,1367,Montescudaio,PI
431041,104257,9835,755,Monteverdi Marittimo,PI
434021,104534,2996,8870,Montopoli in Val d'Arno,PI
432942,103043,1164,568,Orciano Pisano,PI
433623,104616,7382,4417,Palaia,PI
433258,104317,9263,4989,Peccioli,PI
434251,10241,18708,98928,Pisa,PI
43181,105229,22754,7120,Pomarance,PI
433716,103758,1990,12131,Ponsacco,PI
433955,103819,4603,26393,Pontedera,PI
432158,10361,5884,1318,Riparbella,PI
434552,102632,9222,28188,San Giuliano Terme,PI
434054,10514,10256,25352,San Miniato,PI
434245,104652,1692,12345,Santa Croce sull'Arno,PI
432827,10344,6672,1457,Santa Luce,PI
434157,104137,3829,10373,Santa Maria a Monte,PI
433132,104043,4343,3815,Terricciola,PI
434659,102315,6727,10410,Vecchiano,PI
43420,103514,2692,7584,Vicopisano,PI
43249,105136,25285,12879,Volterra,PI
433230,12321,13058,5877,Anghiari,AR
43286,11532,38453,91626,Arezzo,AR
434230,121118,11906,1390,Badia Tedalda,AR
434152,11494,8641,10969,Bibbiena,AR
432852,11376,13111,8746,Bucine,AR
433356,115132,4737,4344,Capolona,AR
433843,115913,6675,1701,Caprese Michelangelo,AR
433914,114720,5661,3343,Castel Focognano,AR
433718,113325,3764,2657,Castelfranco di Sopra,AR
434440,114221,8314,2859,Castel San Niccolo',AR
433148,114551,2570,1731,Castiglion Fibocchi,AR
432033,115528,11125,11410,Castiglion Fiorentino,AR
433121,112923,6091,6740,Cavriglia,AR
433931,115240,1470,817,Chitignano,AR
434151,115618,10232,2223,Chiusi della Verna,AR
43254,114329,10040,7649,Civitella in Val di Chiana,AR
431632,11599,34234,22598,Cortona,AR
431513,11497,4081,7738,Foiano della Chiana,AR
433033,114243,2401,3310,Laterina,AR
433535,113758,8675,4452,Loro Ciuffenna,AR
431632,114450,4490,3349,Lucignano,AR
431822,114715,2374,2401,Marciano della Chiana,AR
434445,113737,2606,532,Montemignaio,AR
432912,12643,2873,1913,Monterchi,AR
431957,114335,8968,7847,Monte San Savino,AR
433126,113414,5678,21710,Montevarchi,AR
434058,11452,3645,804,Ortignano-Raggiolo,AR
432815,11419,4668,3182,Pergine Valdarno,AR
433842,11330,1843,4599,Pian di Sco,AR
434016,12229,15577,3338,Pieve Santo Stefano,AR
434330,114557,9703,5601,Poppi,AR
434725,11438,7548,3068,Pratovecchio,AR
433358,113151,2139,17732,San Giovanni Valdarno,AR
433420,12834,9148,15695,Sansepolcro,AR
434240,121754,8046,1525,Sestino,AR
434811,114229,6271,3017,Stia,AR
433433,115216,7824,4442,Subbiano,AR
43367,114718,6018,1237,Talla,AR
43337,113514,8537,10392,Terranuova Bracciolini,AR
425250,114041,5892,7243,Abbadia San Salvatore,SI
431413,113336,21551,6210,Asciano,SI
43822,112858,6478,3103,Buonconvento,SI
432032,11238,14863,2568,Casole d'Elsa,SI
432816,111716,9945,2508,Castellina in Chianti,SI
432048,113020,17703,6316,Castelnuovo Berardenga,SI
43026,11371,14184,2840,Castiglione d'Orcia,SI
425751,11549,5319,3028,Cetona,SI
43336,114958,3652,7445,Chianciano Terme,SI
43922,11516,14181,1922,Chiusdino,SI
4311,115651,5806,9103,Chiusi,SI
432527,11736,9221,17040,Colle di Val d'Elsa,SI
432815,11265,12899,2309,Gaiole in Chianti,SI
43337,112926,24362,5088,Montalcino,SI
43535,114653,16558,13856,Montepulciano,SI
432328,111326,9949,7134,Monteriggioni,SI
431355,112521,10575,6493,Monteroni d'Arbia,SI
43823,111048,10945,1444,Monticiano,SI
43943,112321,11479,1793,Murlo,SI
42513,114133,6970,4401,Piancastagnaio,SI
43440,114049,12253,2330,Pienza,SI
432810,11850,7073,26364,Poggibonsi,SI
432917,112229,8056,1633,Radda in Chianti,SI
425352,11469,11846,1300,Radicofani,SI
431544,11237,13253,1032,Radicondoli,SI
431718,113615,8307,4975,Rapolano Terme,SI
425220,115233,9186,1977,San Casciano dei Bagni,SI
432810,11237,13883,6956,San Gimignano,SI
43917,113529,6636,938,San Giovanni d'Asso,SI
43337,113619,4217,2389,San Quirico d'Orcia,SI
425929,11527,8527,4378,Sarteano,SI
431911,111959,11871,56956,Siena,SI
431249,114418,7860,11583,Sinalunga,SI
431655,111343,14376,7640,Sovicille,SI
431010,114630,5836,7071,Torrita di Siena,SI
431125,11407,6410,1374,Trequanda,SI
425223,113224,9339,4135,Arcidosso,GR
42535,111629,16215,2471,Campagnatico,GR
422721,112512,18760,4014,Capalbio,GR
425338,113215,6779,4376,Castel del Piano,GR
424622,114158,6472,2105,Castell'Azzara,GR
424558,105246,20896,7195,Castiglione della Pescaia,GR
425330,112333,16166,3013,Cinigiano,GR
425943,111651,19271,3090,Civitella Paganico,GR
425528,104538,5584,21353,Follonica,GR
425535,105425,16404,7951,Gavorrano,GR
424539,11654,47433,71257,Grosseto,GR
42222,10544,2380,1558,Isola del Giglio,GR
42361,111732,25068,4082,Magliano in Toscana,GR
423516,113059,37203,7145,Manciano,GR
4339,105326,28372,9518,Massa Marittima,GR
422622,11658,6029,12643,Monte Argentario,GR
43754,1111,10834,1499,Montieri,GR
422624,111249,22698,14862,Orbetello,GR
42388,11404,10289,4316,Pitigliano,GR
424712,113027,12496,1458,Roccalbegna,GR
43037,111012,28437,9377,Roccastrada,GR
424959,11357,6291,3008,Santa Fiora,GR
424123,11200,27357,4681,Scansano,GR
425440,10517,8838,2782,Scarlino,GR
425550,113330,4953,1088,Seggiano,GR
42415,114253,17460,4185,Sorano,GR
43848,105126,10251,1391,Monterotondo Marittimo,GR
424352,113224,8144,1462,Semproniano,GR
44146,11628,9493,2536,Cantagallo,PO
434851,11110,3859,9584,Carmignano,PO
435547,1125,3066,17164,Montemurlo,PO
43491,11329,597,7941,Poggio a Caiano,PO
435255,11548,9759,165707,Prato,PO
435816,11732,3424,8848,Vaiano,PO
44319,11927,6328,5464,Vernio,PO
43419,123656,18684,24626,Assisi,PG
4348,123259,2762,16244,Bastia,PG
43052,12295,4520,3535,Bettona,PG
42565,123634,5616,4614,Bevagna,PG
424916,124640,4982,2273,Campello sul Clitunno,PG
425945,12350,3265,3651,Cannara,PG
424314,13049,18109,3238,Cascia,PG
424930,124020,2253,2521,Castel Ritaldi,PG
43740,1235,20554,13409,Castiglione del Lago,PG
424917,12554,7479,1177,Cerreto di Spoleto,PG
432958,1275,2420,2900,Citerna,PG
425716,12019,11137,6655,Citta' della Pieve,PG
432729,121429,38753,37455,Citta' di Castello,PG
42546,122615,5581,3060,Collazzone,PG
43748,121718,6369,13090,Corciano,PG
432136,124249,4130,1289,Costacciaro,PG
42590,122515,4439,7640,Deruta,PG
425727,124218,26377,53202,Foligno,PG
431756,124541,3530,2368,Fossato di Vico,PG
425132,122152,1752,1617,Fratta Todina,PG
42505,123439,4443,3190,Giano dell'Umbria,PG
425441,123324,9679,5883,Gualdo Cattaneo,PG
431358,12477,12419,14154,Gualdo Tadino,PG
43219,123447,52508,30792,Gubbio,PG
431450,12840,3552,694,Lisciano Niccone,PG
43825,121227,12981,11372,Magione,PG
425438,122019,16155,15813,Marsciano,PG
424637,123129,7811,3622,Massa Martana,PG
425032,122111,3191,1697,Monte Castello di Vibio,PG
425343,12395,6934,5485,Montefalco,PG
423913,125715,6158,663,Monteleone di Spoleto,PG
432617,12947,7198,1231,Monte Santa Maria Tiberina,PG
432151,121941,5089,1570,Montone,PG
43643,124726,15719,6124,Nocera Umbra,PG
424745,13538,27434,4726,Norcia,PG
43122,12411,1683,923,Paciano,PG
43148,12557,7884,5185,Panicale,PG
431110,12818,8106,4773,Passignano sul Trasimeno,PG
43649,122323,44992,144732,Perugia,PG
425815,12513,9892,3574,Piegaro,PG
432638,122616,14024,2446,Pietralunga,PG
424243,12564,4001,220,Poggiodomo,PG
425249,13222,8210,1061,Preci,PG
43330,121037,8069,9904,San Giustino,PG
42445,125011,4732,548,Sant'Anatolia di Narco,PG
432413,124014,6395,1557,Scheggia e Pascelupo,PG
424250,124957,3517,493,Scheggino,PG
425331,125536,8554,1337,Sellano,PG
431955,124432,2634,2367,Sigillo,PG
425937,124017,6131,7948,Spello,PG
424410,124415,34963,37763,Spoleto,PG
42472,122431,22301,16722,Todi,PG
43137,122611,3788,5015,Torgiano,PG
425245,124449,7116,7427,Trevi,PG
431235,12420,5558,3563,Tuoro sul Trasimeno,PG
431825,121948,20016,14379,Umbertide,PG
43936,12365,9206,3413,Valfabbrica,PG
424520,125153,3603,450,Vallo di Nera,PG
43332,124513,4051,1401,Valtopina,PG
424130,123249,7958,4431,Acquasparta,TR
424848,115827,8221,1818,Allerona,TR
423522,121736,2381,1398,Alviano,TR
423323,122456,13255,11207,Amelia,TR
42353,12466,4098,2748,Arrone,TR
423058,121721,1045,1663,Attigliano,TR
424025,12131,6831,2701,Baschi,TR
422411,12343,4575,1823,Calvi dell'Umbria,TR
424221,115851,4235,2233,Castel Giorgio,TR
424522,12012,2625,2830,Castel Viscardo,TR
425155,12053,3433,2807,Fabro,TR
423715,124734,6961,2005,Ferentillo,TR
425013,12357,6480,1668,Ficulle,TR
423041,121930,1519,1666,Giove,TR
423730,121749,3930,1709,Guardea,TR
423431,121951,2968,1600,Lugnano in Teverina,TR
423858,12296,6243,4350,Montecastrilli,TR
423956,121710,4899,1777,Montecchio,TR
423556,12464,1013,1227,Montefranco,TR
425523,12536,5121,1264,Montegabbione,TR
425510,1238,2385,1607,Monteleone d'Orvieto,TR
423110,12312,19786,20439,Narni,TR
424312,12643,28116,21419,Orvieto,TR
422526,122840,2727,1775,Otricoli,TR
425154,12622,3989,622,Parrano,TR
422940,122124,997,1006,Penna in Teverina,TR
423510,125036,1946,300,Polino,TR
424117,1266,1354,1591,Porano,TR
423653,123250,2758,4226,San Gemini,TR
425212,12162,16886,2325,San Venanzo,TR
422958,123948,7138,4252,Stroncone,TR
423358,123858,21190,108248,Terni,TR
423912,122545,5132,2315,Avigliano Umbro,TR
43377,124019,5074,3971,Acqualagna,PS
433335,122514,10325,2314,Apecchio,PS
434920,123415,2031,1347,Auditore,PS
434024,125545,1724,1026,Barchi,PS
43435,122241,1199,707,Belforte all'Isauro,PS
433927,121744,5596,729,Borgo Pace,PS
433254,123858,22616,9473,Cagli,PS
432826,123743,8310,2744,Cantiano,PS
434652,12207,2831,1592,Carpegna,PS
434610,125255,2317,5664,Cartoceto,PS
434734,12924,4921,585,Casteldelci,PS
434917,124321,2743,4077,Colbordolo,PS
435040,1316,12129,53909,Fano,PS
434040,123846,4330,6722,Fermignano,PS
434126,124831,10668,9558,Fossombrone,PS
43380,12548,1560,1092,Fratte Rosa,PS
434556,122241,1074,394,Frontino,PS
43315,124345,3601,1300,Frontone,PS
435750,124624,485,5410,Gabicce Mare,PS
435635,124623,1752,2685,Gradara,PS
434418,12471,2304,649,Isola del Piano,PS
434350,122632,1462,1086,Lunano,PS
434823,122640,4023,2010,Macerata Feltria,PS
435232,121842,2440,802,Maiolo,PS
433852,122014,6859,1499,Mercatello sul Metauro,PS
435217,122937,1448,1069,Mercatino Conca,PS
434751,125117,2822,1743,Mombaroccio,PS
434029,125813,2948,3803,Mondavio,PS
434511,13545,2272,10374,Mondolfo,PS
434846,123755,1824,2249,Montecalvo in Foglia,PS
435032,122451,1804,685,Monte Cerignone,PS
434913,124830,2587,969,Monteciccardo,PS
435035,122141,3578,1208,Montecopiolo,PS
434410,12504,3869,2531,Montefelcino,PS
43520,122827,2401,1094,Montegrimano,PS
435058,124724,1957,3882,Montelabbate,PS
434420,125651,1307,2162,Montemaggiore al Metauro,PS
434133,13248,1836,2198,Monte Porzio,PS
435339,121728,4178,6562,Novafeltria,PS
434122,125753,2378,2305,Orciano di Pesaro,PS
434149,122945,2020,641,Peglio,PS
43495,121550,6966,3124,Pennabilli,PS
433352,125012,11347,7169,Pergola,PS
435449,125440,12656,88713,Pesaro,PS
434651,12443,1132,2257,Petriano,PS
43440,12589,863,990,Piagge,PS
434336,122451,3996,1795,Piandimeleto,PS
434824,122248,1305,691,Pietrarubbia,PS
433525,123038,4815,2016,Piobbico,PS
434518,125349,997,4754,Saltara,PS
434549,13410,4070,3980,San Costanzo,PS
43433,125830,2088,1389,San Giorgio di Pesaro,PS
435352,122049,5339,2516,San Leo,PS
433617,125648,2869,3354,San Lorenzo in Campo,PS
435153,121231,7930,2388,Sant'Agata Feltria,PS
434942,124810,1179,5495,Sant'Angelo in Lizzola,PS
433954,122447,6743,3777,Sant'Angelo in Vado,PS
434112,125218,1972,1449,Sant'Ippolito,PS
434657,122946,6650,3495,Sassocorvaro,PS
435336,123045,2087,1211,Sassofeltrio,PS
432932,124622,3278,1307,Serra Sant'Abbondio,PS
434455,125232,2297,2066,Serrungarina,PS
435423,121713,1052,933,Talamello,PS
435041,123539,1199,812,Tavoleto,PS
435357,124514,4233,3999,Tavullia,PS
43409,123124,7779,6365,Urbania,PS
434336,123811,22799,15114,Urbino,PS
433240,132313,2168,3263,Agugliano,AN
433715,133051,12371,101285,Ancona,AN
43302,125626,12640,5830,Arcevia,AN
43350,13137,1083,1498,Barbara,AN
433453,13100,2891,2227,Belvedere Ostrense,AN
433157,13338,1981,6618,Camerano,AN
433446,132111,1164,1353,Camerata Picena,AN
432918,13847,592,3151,Castelbellino,AN
434046,13623,1331,950,Castel Colonna,AN
432757,133241,3270,15321,Castelfidardo,AN
433632,125840,1583,1641,Castelleone di Suasa,AN
432940,13456,1507,3072,Castelplanio,AN
431919,125910,1660,2819,Cerreto d'Esi,AN
433611,131935,1739,13813,Chiaravalle,AN
43392,13253,4832,5236,Corinaldo,AN
432649,1372,2689,4868,Cupramontana,AN
432015,125427,26961,28721,Fabriano,AN
433747,132356,2546,30105,Falconara Marittima,AN
